"","Club","Year","Time","Round","Day","Venue","Result","GF","GA","Opponent","predicted_probability"
"1568","Colorado Rapids",2022,19:30:00,"Regular Season","Sat","Away","L","0","6","Philadelphia",-0.894666666666667
"1569","Colorado Rapids",2022,19:30:00,"Regular Season","Wed","Away","L","1","4","Nashville",-0.954666666666667
"1570","Colorado Rapids",2022,19:30:00,"Regular Season","Sun","Away","D","0","0","D.C. United",-0.123
"1571","Colorado Rapids",2022,19:30:00,"Regular Season","Sat","Home","W","3","1","Vancouver",0.784
"1572","Colorado Rapids",2022,20:00:00,"Regular Season","Wed","Home","W","2","1","San Jose",0.545
"1573","Colorado Rapids",2022,19:30:00,"Regular Season","Sat","Away","L","1","4","LA Galaxy",-0.869333333333333
"1574","Colorado Rapids",2022,15:30:00,"Regular Season","Sat","Home","W","1","0","FC Dallas",0.748333333333333
"1575","Colorado Rapids",2022,16:00:00,"Regular Season","Sun","Away","D","1","1","Austin",0.03
"1576","Real Salt Lake",2022,18:00:00,"Regular Season","Sun","Away","D","0","0","Dynamo FC",0.08
"1577","Real Salt Lake",2022,16:00:00,"Regular Season","Sat","Home","W","1","0","Seattle",0.841666666666667
"1578","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Away","W","3","2","New England",0.879
"1579","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Home","W","2","1","Nashville",0.291333333333333
"1580","Real Salt Lake",2022,18:00:00,"Regular Season","Sat","Away","L","0","1","Sporting KC",-0.530666666666667
"1581","Real Salt Lake",2022,19:00:00,"Regular Season","Sat","Away","D","1","1","Colorado Rapids",-0.089
"1582","Real Salt Lake",2022,18:00:00,"Regular Season","Sat","Home","D","2","2","Toronto FC",-0.100333333333333
"1583","Real Salt Lake",2022,13:00:00,"Regular Season","Sun","Away","L","0","6","NYCFC",-0.854
"1584","Real Salt Lake",2022,19:00:00,"Regular Season","Sat","Away","D","0","0","Portland Timbers",0.133
"1585","Real Salt Lake",2022,13:30:00,"Regular Season","Sat","Home","W","1","0","LA Galaxy",0.842666666666667
"1586","Real Salt Lake",2022,16:00:00,"Regular Season","Sun","Away","L","0","2","Nashville",-0.88
"1587","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Home","W","2","1","Austin",0.446666666666667
"1588","Real Salt Lake",2022,16:00:00,"Regular Season","Sun","Away","W","2","1","CF Montréal",0.935
"1589","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Home","W","3","0","Dynamo FC",0.9
"1590","Real Salt Lake",2022,16:00:00,"Regular Season","Sat","Away","L","1","2","Vancouver",-0.805
"1591","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Home","W","2","0","San Jose",0.836
"1592","Real Salt Lake",2022,20:00:00,"Regular Season","Sat","Home","D","0","0","Columbus Crew",0.051
"1593","Real Salt Lake",2022,19:00:00,"Regular Season","Sun","Away","L","2","3","Minnesota Utd",-0.893333333333333
"1594","Real Salt Lake",2022,20:00:00,"Regular Season","Sat","Home","D","2","2","Colorado Rapids",-0.226333333333333
"1595","Real Salt Lake",2022,19:30:00,"Regular Season","Wed","Away","L","1","2","Atlanta Utd",-0.884
"1596","Real Salt Lake",2022,19:30:00,"Regular Season","Sun","Home","W","3","0","Sporting KC",0.796
"1597","Real Salt Lake",2022,20:00:00,"Regular Season","Sat","Home","L","0","1","FC Dallas",-0.572
"1598","Real Salt Lake",2022,19:00:00,"Regular Season","Sat","Away","D","2","2","San Jose",0.408666666666667
"1599","Real Salt Lake",2022,20:00:00,"Regular Season","Sat","Home","L","1","4","Los Angeles FC",-0.92
"1600","Real Salt Lake",2022,19:00:00,"Regular Season","Sun","Away","W","2","1","Seattle",0.72
"1601","Real Salt Lake",2022,20:00:00,"Regular Season","Sat","Home","D","1","1","Vancouver",0.128333333333333
"1602","Real Salt Lake",2022,20:00:00,"Regular Season","Sat","Away","D","1","1","FC Dallas",0.0346666666666667
"1603","Real Salt Lake",2022,19:30:00,"Regular Season","Sun","Away","L","0","2","Los Angeles FC",-0.905
"1604","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Home","D","0","0","D.C. United",-0.224
"1605","Real Salt Lake",2022,20:15:00,"Regular Season","Wed","Away","L","0","3","Austin",-0.836666666666667
"1606","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Home","L","1","2","FC Cincinnati",-0.371666666666667
"1607","Real Salt Lake",2022,19:30:00,"Regular Season","Sat","Away","D","1","1","LA Galaxy",-0.211666666666667
"1608","Real Salt Lake",2022,15:00:00,"Regular Season","Sun","Home","W","3","1","Portland Timbers",0.834666666666667
"1609","LA Galaxy",2022,14:00:00,"Regular Season","Sun","Home","W","1","0","NYCFC",0.788
"1610","LA Galaxy",2022,19:30:00,"Regular Season","Sat","Away","W","1","0","Charlotte",0.906
"1611","LA Galaxy",2022,12:30:00,"Regular Season","Sat","Away","L","2","3","Seattle",-0.773666666666667
"1612","LA Galaxy",2022,12:30:00,"Regular Season","Sat","Home","L","0","1","Orlando City",-0.518333333333333
"1613","LA Galaxy",2022,13:30:00,"Regular Season","Sun","Away","W","3","1","Portland Timbers",0.87
"1614","LA Galaxy",2022,16:30:00,"Regular Season","Sat","Home","W","2","1","Los Angeles FC",0.606333333333333
"1615","LA Galaxy",2022,19:30:00,"Regular Season","Sat","Home","W","1","0","Nashville",0.51
"1616","LA Galaxy",2022,13:30:00,"Regular Season","Sat","Away","L","0","1","Real Salt Lake",-0.818
"1617","LA Galaxy",2022,18:00:00,"Regular Season","Sun","Away","W","1","0","Austin",0.682
"1618","LA Galaxy",2022,19:30:00,"Regular Season","Sat","Home","L","1","3","FC Dallas",-0.96
"1619","LA Galaxy",2022,19:00:00,"Regular Season","Wed","Away","D","1","1","Minnesota Utd",-0.081
"1620","LA Galaxy",2022,17:00:00,"Regular Season","Sun","Home","L","0","3","Dynamo FC",-0.865
"1621","LA Galaxy",2022,15:00:00,"Regular Season","Sun","Home","W","4","1","Austin",1
"1622","LA Galaxy",2022,14:00:00,"Regular Season","Sat","Home","D","1","1","Portland Timbers",0.084
"1623","LA Galaxy",2022,19:30:00,"Regular Season","Wed","Home","L","2","3","Minnesota Utd",-0.510666666666667
"1624","LA Galaxy",2022,19:30:00,"Regular Season","Mon","Home","W","4","0","CF Montréal",0.926666666666667
"1625","LA Galaxy",2022,19:00:00,"Regular Season","Fri","Away","L","2","3","Los Angeles FC",-0.636666666666667
"1626","LA Galaxy",2022,19:00:00,"Regular Season","Wed","Home","L","2","3","San Jose",-0.669
"1627","LA Galaxy",2022,19:00:00,"Regular Season","Sat","Away","L","0","2","Colorado Rapids",-0.876666666666667
"1628","LA Galaxy",2022,18:30:00,"Regular Season","Sun","Home","W","2","0","Atlanta Utd",0.9
"1629","LA Galaxy",2022,20:00:00,"Regular Season","Sat","Away","L","0","1","FC Dallas",-0.628
"1630","LA Galaxy",2022,19:30:00,"Regular Season","Sat","Away","L","2","4","Sporting KC",-0.82
"1631","LA Galaxy",2022,19:00:00,"Regular Season","Sat","Home","W","5","2","Vancouver",0.95
"1632","LA Galaxy",2022,19:00:00,"Regular Season","Fri","Home","D","3","3","Seattle",-0.369
"1633","LA Galaxy",2022,20:00:00,"Regular Season","Sun","Away","W","2","1","New England",0.674
"1634","LA Galaxy",2022,19:30:00,"Regular Season","Wed","Away","D","2","2","Toronto FC",-0.032
"1635","LA Galaxy",2022,17:00:00,"Regular Season","Sun","Home","D","2","2","Sporting KC",0.107333333333333
"1636","LA Galaxy",2022,14:30:00,"Regular Season","Sat","Away","D","1","1","Nashville",-0.0973333333333333
"1637","LA Galaxy",2022,19:00:00,"Regular Season","Wed","Away","L","0","3","Vancouver",-0.907333333333333
"1638","LA Galaxy",2022,19:30:00,"Regular Season","Sat","Home","W","4","1","Colorado Rapids",0.955
"1639","LA Galaxy",2022,19:00:00,"Regular Season","Sat","Away","W","3","2","San Jose",0.498666666666667
"1640","LA Galaxy",2022,19:30:00,"Regular Season","Sat","Home","D","1","1","Real Salt Lake",0.000999999999999998
"1641","LA Galaxy",2022,16:00:00,"Regular Season","Sun","Away","W","3","1","Dynamo FC",0.522666666666667
"1642","Portland Timbers",2022,16:30:00,"Regular Season","Sat","Home","D","2","2","New England",0.186666666666667
"1643","Portland Timbers",2022,19:00:00,"Regular Season","Sun","Away","D","1","1","Los Angeles FC",-0.024
"1644","Portland Timbers",2022,19:30:00,"Regular Season","Sat","Away","L","1","4","FC Dallas",-0.96
"1645","Portland Timbers",2022,13:00:00,"Regular Season","Sun","Home","D","1","1","Orlando City",0.181333333333333
"1646","Portland Timbers",2022,13:30:00,"Regular Season","Sun","Home","L","1","3","LA Galaxy",-0.775
"1647","Portland Timbers",2022,19:00:00,"Regular Season","Sat","Away","W","3","2","Vancouver",0.622666666666667
"1648","Portland Timbers",2022,17:00:00,"Regular Season","Sat","Away","D","0","0","Dynamo FC",-0.208
"1649","Portland Timbers",2022,19:00:00,"Regular Season","Sat","Home","D","0","0","Real Salt Lake",-0.253333333333333
"1650","Portland Timbers",2022,19:00:00,"Regular Season","Sat","Away","L","0","2","Colorado Rapids",-0.755
"1651","Portland Timbers",2022,19:00:00,"Regular Season","Sat","Away","D","1","1","NY Red Bulls",-0.125
"1652","Portland Timbers",2022,19:00:00,"Regular Season","Sat","Home","W","7","2","Sporting KC",0.88
"1653","Portland Timbers",2022,19:30:00,"Regular Season","Wed","Away","L","2","3","San Jose",-0.688
"1654","Portland Timbers",2022,19:00:00,"Regular Season","Sun","Home","L","0","2","Philadelphia",-0.905
"1655","Portland Timbers",2022,20:00:00,"Regular Season","Sat","Away","L","1","2","Inter Miami",-0.931666666666667
"1656","Portland Timbers",2022,14:00:00,"Regular Season","Sat","Away","D","1","1","LA Galaxy",-0.122333333333333
"1657","Portland Timbers",2022,19:30:00,"Regular Season","Sat","Home","W","3","0","Colorado Rapids",0.889333333333333
"1658","Portland Timbers",2022,19:30:00,"Regular Season","Wed","Home","W","2","1","Dynamo FC",0.726666666666667
"1659","Portland Timbers",2022,19:30:00,"Regular Season","Sun","Away","D","2","2","Nashville",0.0523333333333333
"1660","Portland Timbers",2022,13:30:00,"Regular Season","Sat","Away","W","3","0","Seattle",0.913333333333333
"1661","Portland Timbers",2022,19:30:00,"Regular Season","Sun","Home","D","1","1","Vancouver",-0.172333333333333
"1662","Portland Timbers",2022,19:30:00,"Regular Season","Sat","Home","W","2","1","San Jose",0.831
"1663","Portland Timbers",2022,14:00:00,"Regular Season","Sat","Away","D","4","4","Minnesota Utd",-0.229
"1664","Portland Timbers",2022,19:30:00,"Regular Season","Wed","Home","D","1","1","Nashville",0.015
"1665","Portland Timbers",2022,19:30:00,"Regular Season","Sat","Home","D","1","1","FC Dallas",0.0266666666666667
"1666","Portland Timbers",2022,19:30:00,"Regular Season","Sat","Away","L","1","3","Toronto FC",-0.855
"1667","Portland Timbers",2022,18:30:00,"Regular Season","Sun","Away","L","1","4","Sporting KC",-0.666
"1668","Portland Timbers",2022,19:00:00,"Regular Season","Fri","Home","W","2","1","Seattle",0.926666666666667
"1669","Portland Timbers",2022,20:00:00,"Regular Season","Wed","Away","W","2","1","Austin",0.830666666666667
"1670","Portland Timbers",2022,14:30:00,"Regular Season","Sun","Home","W","2","1","Atlanta Utd",0.765333333333333
"1671","Portland Timbers",2022,19:00:00,"Regular Season","Sat","Home","W","1","0","Minnesota Utd",0.342333333333333
"1672","Portland Timbers",2022,13:00:00,"Regular Season","Sun","Away","D","1","1","Columbus Crew",-0.146333333333333
"1673","Portland Timbers",2022,12:00:00,"Regular Season","Sun","Home","L","1","2","Los Angeles FC",-0.67
"1674","Portland Timbers",2022,15:00:00,"Regular Season","Sun","Away","L","1","3","Real Salt Lake",-0.848333333333333
"1675","San Jose",2022,15:00:00,"Regular Season","Sat","Home","L","1","3","NY Red Bulls",-0.905
"1676","San Jose",2022,14:30:00,"Regular Season","Sat","Home","D","3","3","Columbus Crew",-0.048
"1677","San Jose",2022,19:30:00,"Regular Season","Sat","Away","L","0","2","Philadelphia",-0.78
"1678","San Jose",2022,16:30:00,"Regular Season","Sat","Home","D","2","2","Austin",-0.087
"1679","San Jose",2022,19:30:00,"Regular Season","Sat","Away","L","3","4","Dynamo FC",-0.677666666666667
"1680","San Jose",2022,12:30:00,"Regular Season","Sat","Home","D","2","2","Nashville",-0.421666666666667
"1681","San Jose",2022,19:00:00,"Regular Season","Sat","Home","W","4","3","Seattle",0.557
"1682","San Jose",2022,13:00:00,"Regular Season","Sun","Away","L","0","3","NYCFC",-0.915
"1683","San Jose",2022,19:00:00,"Regular Season","Sat","Home","W","1","0","Colorado Rapids",0.485333333333333
"1684","San Jose",2022,16:00:00,"Regular Season","Sat","Away","D","3","3","Vancouver",-0.205333333333333
"1685","San Jose",2022,19:30:00,"Regular Season","Wed","Home","W","3","2","Portland Timbers",0.621666666666667
"1686","San Jose",2022,16:30:00,"Regular Season","Sun","Home","D","1","1","Sporting KC",-0.083
"1687","San Jose",2022,15:00:00,"Regular Season","Sat","Away","L","2","3","Los Angeles FC",-0.892
"1688","San Jose",2022,19:00:00,"Regular Season","Sat","Away","D","0","0","Nashville",-0.03
"1689","San Jose",2022,19:30:00,"Regular Season","Sat","Away","L","0","2","Real Salt Lake",-0.86
"1690","San Jose",2022,18:00:00,"Regular Season","Sun","Home","W","2","1","Chicago Fire",0.69
"1691","San Jose",2022,19:30:00,"Regular Season","Sat","Away","D","2","2","Toronto FC",-0.131
"1692","San Jose",2022,19:00:00,"Regular Season","Wed","Away","W","3","2","LA Galaxy",0.787
"1693","San Jose",2022,18:30:00,"Regular Season","Sun","Home","L","1","2","Dynamo FC",-0.388333333333333
"1694","San Jose",2022,19:30:00,"Regular Season","Sat","Away","L","1","2","Portland Timbers",-0.768333333333333
"1695","San Jose",2022,19:00:00,"Regular Season","Sat","Home","D","2","2","Real Salt Lake",-0.229
"1696","San Jose",2022,19:30:00,"Regular Season","Wed","Home","L","0","1","Inter Miami",-0.9
"1697","San Jose",2022,20:00:00,"Regular Season","Sat","Away","D","3","3","Austin",-0.285333333333333
"1698","San Jose",2022,20:00:00,"Regular Season","Sat","Away","L","1","4","FC Dallas",-0.922
"1699","San Jose",2022,19:00:00,"Regular Season","Sat","Home","W","2","1","Los Angeles FC",0.716
"1700","San Jose",2022,19:30:00,"Regular Season","Sat","Away","L","0","1","Sporting KC",-0.82
"1701","San Jose",2022,18:30:00,"Regular Season","Sun","Home","W","2","0","Vancouver",0.757
"1702","San Jose",2022,19:30:00,"Regular Season","Sat","Away","L","0","6","FC Cincinnati",-0.781333333333333
"1703","San Jose",2022,20:00:00,"Regular Season","Wed","Away","L","1","2","Colorado Rapids",-0.638
"1704","San Jose",2022,19:30:00,"Regular Season","Sat","Home","D","1","1","FC Dallas",0.0166666666666667
"1705","San Jose",2022,19:00:00,"Regular Season","Sat","Home","L","2","3","LA Galaxy",-0.484
"1706","San Jose",2022,19:00:00,"Regular Season","Sat","Home","W","2","0","Minnesota Utd",0.859333333333333
"1707","San Jose",2022,14:00:00,"Regular Season","Sun","Away","D","2","2","Seattle",0.135
"1708","Seattle",2022,17:00:00,"Regular Season","Sun","Home","L","0","1","Nashville",-0.802
"1709","Seattle",2022,16:00:00,"Regular Season","Sat","Away","L","0","1","Real Salt Lake",-0.856
"1710","Seattle",2022,12:30:00,"Regular Season","Sat","Home","W","3","2","LA Galaxy",0.715
"1711","Seattle",2022,15:30:00,"Regular Season","Sun","Away","D","1","1","Austin",0.278666666666667
"1712","Seattle",2022,19:00:00,"Regular Season","Sat","Away","W","2","1","Minnesota Utd",0.264666666666667
"1713","Seattle",2022,19:00:00,"Regular Season","Sat","Home","L","0","1","Inter Miami",-0.690666666666667
"1714","Seattle",2022,19:00:00,"Regular Season","Sat","Away","L","3","4","San Jose",-0.557333333333333
"1715","Seattle",2022,13:00:00,"Regular Season","Sun","Home","W","3","1","Minnesota Utd",0.816
"1716","Seattle",2022,19:30:00,"Regular Season","Wed","Away","W","1","0","Dynamo FC",0.762666666666667
"1717","Seattle",2022,18:00:00,"Regular Season","Sun","Away","L","0","1","Colorado Rapids",-0.737333333333334
"1718","Seattle",2022,18:30:00,"Regular Season","Sun","Home","W","2","1","Charlotte",0.678
"1719","Seattle",2022,12:00:00,"Regular Season","Sat","Home","D","1","1","Los Angeles FC",-0.0673333333333333
"1720","Seattle",2022,12:00:00,"Regular Season","Sat","Home","W","3","0","Sporting KC",1
"1721","Seattle",2022,19:00:00,"Regular Season","Wed","Home","L","1","2","CF Montréal",-0.702666666666667
"1722","Seattle",2022,19:30:00,"Regular Season","Sat","Away","W","2","0","Toronto FC",0.764
"1723","Seattle",2022,13:30:00,"Regular Season","Sat","Home","L","0","3","Portland Timbers",-0.88
"1724","Seattle",2022,19:30:00,"Regular Season","Wed","Away","L","0","1","Nashville",-0.72
"1725","Seattle",2022,19:00:00,"Regular Season","Sat","Away","L","0","1","Chicago Fire",-0.758
"1726","Seattle",2022,19:00:00,"Regular Season","Sat","Home","W","2","1","Colorado Rapids",0.763
"1727","Seattle",2022,19:00:00,"Regular Season","Tue","Home","W","1","0","FC Dallas",0.739
"1728","Seattle",2022,15:00:00,"Regular Season","Sat","Away","L","1","2","Atlanta Utd",-0.750666666666667
"1729","Seattle",2022,19:00:00,"Regular Season","Sun","Home","L","1","2","Real Salt Lake",-0.842333333333333
"1730","Seattle",2022,19:00:00,"Regular Season","Fri","Away","D","3","3","LA Galaxy",0.370333333333333
"1731","Seattle",2022,19:00:00,"Regular Season","Fri","Away","L","1","2","Portland Timbers",-0.85
"1732","Seattle",2022,22:00:00,"Regular Season","Wed","Away","L","2","3","Orlando City",-0.935
"1733","Seattle",2022,18:00:00,"Regular Season","Sun","Home","W","2","1","Dynamo FC",0.593333333333333
"1734","Seattle",2022,17:00:00,"Regular Season","Sat","Home","W","3","0","Austin",0.853333333333333
"1735","Seattle",2022,19:00:00,"Regular Season","Sat","Away","L","1","2","Vancouver",-0.831666666666667
"1736","Seattle",2022,19:00:00,"Regular Season","Tue","Home","D","1","1","FC Cincinnati",-0.172
"1737","Seattle",2022,16:00:00,"Regular Season","Sun","Away","L","0","1","Sporting KC",-0.804
"1738","Seattle",2022,14:00:00,"Regular Season","Sun","Home","D","2","2","San Jose",-0.0483333333333333
"1739","Vancouver",2022,15:00:00,"Regular Season","Sat","Home","D","0","0","NYCFC",0.023
"1740","Vancouver",2022,17:30:00,"Regular Season","Sat","Away","L","1","2","Dynamo FC",-0.702333333333333
"1741","Vancouver",2022,19:00:00,"Regular Season","Sun","Away","L","1","3","Los Angeles FC",-0.626666666666667
"1742","Vancouver",2022,17:00:00,"Regular Season","Sat","Home","W","1","0","Sporting KC",0.386
"1743","Vancouver",2022,19:00:00,"Regular Season","Sat","Home","L","2","3","Portland Timbers",-0.663666666666667
"1744","Vancouver",2022,15:00:00,"Regular Season","Sat","Away","L","1","2","CF Montréal",-0.841
"1745","Vancouver",2022,19:30:00,"Regular Season","Sat","Away","L","0","3","Austin",-0.68
"1746","Vancouver",2022,13:00:00,"Regular Season","Sun","Home","W","1","0","Toronto FC",0.706666666666667
"1747","Vancouver",2022,16:00:00,"Regular Season","Sat","Home","D","3","3","San Jose",0.087
"1748","Vancouver",2022,19:00:00,"Regular Season","Wed","Home","W","2","1","FC Dallas",0.686
"1749","Vancouver",2022,17:00:00,"Regular Season","Sun","Away","L","1","2","Charlotte",-0.556666666666667
